asset,timestamp,status,side,score,return_24h,annualized_funding,mark_oracle_diff,premium,open_interest_notional,day_notional_volume,oi_volume_ratio,impact_spread,reason,next_step
HYPE,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,15.81449191,0.07853133,0.10950000,0.000032940789,-0.000317878600,1282179531.54768014,638826720.43345916,2.00708501,0.000514176946,large 24h move with meaningful OI/volume; test continuation,"label HYPE paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
FARTCOIN,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,15.70121802,0.08052118,0.10950000,-0.000260190807,0.000000000000,16959352.36705400,5912062.10531900,2.86860186,0.001301179736,large 24h move with meaningful OI/volume; test continuation,"label FARTCOIN paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
PENGU,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,15.68064181,0.09327825,-0.25927147,-0.001016407725,-0.000580804400,3616541.68064000,3233459.71477300,1.11847433,0.000581310856,large 24h move with meaningful OI/volume; test continuation,"label PENGU paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
MANTA,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_reversal_candidate,long_perp,15.67725242,-0.10755576,0.10950000,-0.000261643119,0.000000000000,1938152.57700000,683059.00491300,2.83745996,0.001308215594,large 24h move with meaningful OI/volume; test snapback,"label MANTA paper_crowded_momentum_reversal_candidate over 15m/1h/4h with funding, spread, and depth costs"
TAO,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_reversal_candidate,short_perp,15.67038207,0.10213052,0.08694388,-0.000796999531,-0.000468823300,22381381.90034000,7798349.88152000,2.87001510,0.000891516517,large 24h move with meaningful OI/volume; test snapback,"label TAO paper_crowded_momentum_reversal_candidate over 15m/1h/4h with funding, spread, and depth costs"
LINK,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_reversal_candidate,short_perp,15.63932660,0.06749702,0.10950000,-0.000379915152,-0.000178560100,32032062.96240000,4593944.08029000,6.97267150,0.000454795944,large 24h move with meaningful OI/volume; test snapback,"label LINK paper_crowded_momentum_reversal_candidate over 15m/1h/4h with funding, spread, and depth costs"
ETH,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,15.01283758,0.07670201,0.06873709,-0.000592803367,-0.000592803400,1154371950.54995990,904303544.36544967,1.27653149,0.000059317258,large 24h move with meaningful OI/volume; test continuation,"label ETH paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
AERO,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_reversal_candidate,short_perp,14.99870700,0.05453287,-0.72090946,-0.002381519409,-0.001113360300,5076751.64672000,558934.36400000,9.08291201,0.001971986456,large 24h move with meaningful OI/volume; test snapback,"label AERO paper_crowded_momentum_reversal_candidate over 15m/1h/4h with funding, spread, and depth costs"
WLD,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_reversal_candidate,short_perp,14.91566428,0.10929141,0.10950000,-0.000676389770,-0.000338194900,43084550.99040399,78132526.83104905,0.55142913,0.000697895739,large 24h move with meaningful OI/volume; test snapback,"label WLD paper_crowded_momentum_reversal_candidate over 15m/1h/4h with funding, spread, and depth costs"
LDO,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_reversal_candidate,short_perp,14.87996776,0.05778072,0.10950000,-0.000772911299,-0.000257637100,4720789.15024200,603612.17652400,7.82089781,0.000994475138,large 24h move with meaningful OI/volume; test snapback,"label LDO paper_crowded_momentum_reversal_candidate over 15m/1h/4h with funding, spread, and depth costs"
ATOM,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,14.82793549,0.05089434,0.06152674,-0.001051709027,-0.000525854500,2448465.67844400,382021.64702300,6.40923282,0.002164755441,large 24h move with meaningful OI/volume; test continuation,"label ATOM paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
PURR,2026-06-08T00:23:12.195825+00:00,paper_mark_oracle_reversion_candidate,short_perp,14.53942964,0.10569938,0.10950000,0.006720977597,0.000000000000,7168035.26786200,783969.97046000,9.14325234,0.012514790692,mark/oracle dislocation is large enough to label reversion,"label PURR paper_mark_oracle_reversion_candidate over 15m/1h/4h with funding, spread, and depth costs"
NEAR,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_reversal_candidate,short_perp,14.52339724,0.10101010,0.10950000,0.000341713449,0.000000000000,71777727.17432010,60025770.18081997,1.19578186,0.000917252147,large 24h move with meaningful OI/volume; test snapback,"label NEAR paper_crowded_momentum_reversal_candidate over 15m/1h/4h with funding, spread, and depth costs"
BIO,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,14.37035243,0.07298851,0.10950000,-0.000891901534,0.000000000000,1413819.59871000,454480.34557500,3.11084871,0.001749500143,large 24h move with meaningful OI/volume; test continuation,"label BIO paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
IMX,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,13.77326544,0.07698394,0.10950000,-0.000587371512,0.000000000000,1689828.60839200,727925.91486700,2.32142938,0.003307121335,large 24h move with meaningful OI/volume; test continuation,"label IMX paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
PUMP,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_reversal_candidate,short_perp,13.70492566,0.06867554,-0.13423999,-0.001309757695,-0.000654878800,21881693.84860000,4785929.70678500,4.57208843,0.000655737705,large 24h move with meaningful OI/volume; test snapback,"label PUMP paper_crowded_momentum_reversal_candidate over 15m/1h/4h with funding, spread, and depth costs"
MON,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_reversal_candidate,short_perp,13.66862769,0.05418719,-0.00359948,-0.001435750179,-0.000717875100,27008719.48070400,4095809.79632400,6.59423187,0.001302902327,large 24h move with meaningful OI/volume; test snapback,"label MON paper_crowded_momentum_reversal_candidate over 15m/1h/4h with funding, spread, and depth costs"
DYDX,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_reversal_candidate,short_perp,13.54458516,0.07051139,0.10950000,0.000346788736,0.000000000000,4294626.14328200,837067.22900900,5.13056299,0.002912015531,large 24h move with meaningful OI/volume; test snapback,"label DYDX paper_crowded_momentum_reversal_candidate over 15m/1h/4h with funding, spread, and depth costs"
MEGA,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_reversal_candidate,short_perp,13.50173295,0.07339450,0.10950000,-0.000833159758,0.000000000000,7231676.95926000,1653235.68492200,4.37425651,0.002063488755,large 24h move with meaningful OI/volume; test snapback,"label MEGA paper_crowded_momentum_reversal_candidate over 15m/1h/4h with funding, spread, and depth costs"
HYPE,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_reversal_candidate,short_perp,13.44231812,0.07853133,0.10950000,0.000032940789,-0.000317878600,1282179531.54768014,638826720.43345916,2.00708501,0.000514176946,large 24h move with meaningful OI/volume; test snapback,"label HYPE paper_crowded_momentum_reversal_candidate over 15m/1h/4h with funding, spread, and depth costs"
ZEN,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,13.36200515,0.08319821,-0.07015972,-0.001209322779,-0.000395778400,331350.30040000,346443.89353600,0.95643279,0.001672756086,large 24h move with meaningful OI/volume; test continuation,"label ZEN paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
FARTCOIN,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_reversal_candidate,short_perp,13.34603532,0.08052118,0.10950000,-0.000260190807,0.000000000000,16959352.36705400,5912062.10531900,2.86860186,0.001301179736,large 24h move with meaningful OI/volume; test snapback,"label FARTCOIN paper_crowded_momentum_reversal_candidate over 15m/1h/4h with funding, spread, and depth costs"
VIRTUAL,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,13.34397852,0.05933507,-0.01641274,-0.000984116022,-0.000483425400,5641021.28283200,1734684.93682400,3.25189962,0.000656610164,large 24h move with meaningful OI/volume; test continuation,"label VIRTUAL paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
PENGU,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_reversal_candidate,short_perp,13.32854554,0.09327825,-0.25927147,-0.001016407725,-0.000580804400,3616541.68064000,3233459.71477300,1.11847433,0.000581310856,large 24h move with meaningful OI/volume; test snapback,"label PENGU paper_crowded_momentum_reversal_candidate over 15m/1h/4h with funding, spread, and depth costs"
BNB,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,13.28294954,0.05152127,0.10950000,-0.000066207627,-0.000046345300,36936448.96568000,10445661.94367000,3.53605632,0.000218508678,large 24h move with meaningful OI/volume; test continuation,"label BNB paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
STRK,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,13.06436129,0.05691824,-0.05565228,-0.000891795482,-0.000297265200,2642302.74965000,763636.35266200,3.46015841,0.000892325996,large 24h move with meaningful OI/volume; test continuation,"label STRK paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
kLUNC,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,13.04707159,0.07847315,-0.04425902,-0.001364580243,-0.001646395700,793673.23648000,789463.28286700,1.00533268,0.001471856323,large 24h move with meaningful OI/volume; test continuation,"label kLUNC paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
AERO,2026-06-08T00:23:12.195825+00:00,paper_mark_oracle_reversion_candidate,long_perp,13.04054328,0.05453287,-0.72090946,-0.002381519409,-0.001113360300,5076751.64672000,558934.36400000,9.08291201,0.001971986456,mark/oracle dislocation is large enough to label reversion,"label AERO paper_mark_oracle_reversion_candidate over 15m/1h/4h with funding, spread, and depth costs"
BCH,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,13.00750035,0.05690832,0.10950000,-0.000523331880,-0.000431748800,9448345.64828000,3217750.44313000,2.93632021,0.000484377727,large 24h move with meaningful OI/volume; test continuation,"label BCH paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
INJ,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,12.83221072,0.06377942,0.06915932,-0.001111414776,-0.000612189100,5288384.44288000,2360957.64745000,2.23993194,0.001267820170,large 24h move with meaningful OI/volume; test continuation,"label INJ paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
ETH,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_reversal_candidate,short_perp,12.76091194,0.07670201,0.06873709,-0.000592803367,-0.000592803400,1154371950.54995990,904303544.36544967,1.27653149,0.000059317258,large 24h move with meaningful OI/volume; test snapback,"label ETH paper_crowded_momentum_reversal_candidate over 15m/1h/4h with funding, spread, and depth costs"
RUNE,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,12.65886161,0.05517241,0.10950000,-0.001160597708,0.000000000000,1059672.69090000,290547.25118300,3.64716130,0.001800389116,large 24h move with meaningful OI/volume; test continuation,"label RUNE paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
ATOM,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_reversal_candidate,short_perp,12.60374516,0.05089434,0.06152674,-0.001051709027,-0.000525854500,2448465.67844400,382021.64702300,6.40923282,0.002164755441,large 24h move with meaningful OI/volume; test snapback,"label ATOM paper_crowded_momentum_reversal_candidate over 15m/1h/4h with funding, spread, and depth costs"
VVV,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,12.43923430,0.06272540,0.10950000,-0.000060595043,0.000000000000,25691692.17708000,17900954.17815002,1.43521356,0.001035861401,large 24h move with meaningful OI/volume; test continuation,"label VVV paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
SOL,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,12.43052266,0.06196382,-0.05121359,-0.000634968630,-0.000634968600,247363216.62279990,365059594.30375999,0.67759681,0.000060512084,large 24h move with meaningful OI/volume; test continuation,"label SOL paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
SEI,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,12.41253472,0.05569064,-0.03598871,-0.001109989909,-0.000585267400,2318651.48112000,770892.87984400,3.00774795,0.001030303030,large 24h move with meaningful OI/volume; test continuation,"label SEI paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
BIO,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_reversal_candidate,short_perp,12.21479957,0.07298851,0.10950000,-0.000891901534,0.000000000000,1413819.59871000,454480.34557500,3.11084871,0.001749500143,large 24h move with meaningful OI/volume; test snapback,"label BIO paper_crowded_momentum_reversal_candidate over 15m/1h/4h with funding, spread, and depth costs"
FET,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,12.04532068,0.05478633,0.10950000,-0.000094428706,0.000000000000,6703302.91600000,2783465.16913000,2.40825824,0.001076360203,large 24h move with meaningful OI/volume; test continuation,"label FET paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
CRV,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,11.99887936,0.05613941,0.10950000,-0.000405988328,-0.000253742700,5702941.78283400,2678552.37934400,2.12911341,0.000761653295,large 24h move with meaningful OI/volume; test continuation,"label CRV paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
ONDO,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,11.97949593,0.06580901,0.10950000,-0.000261073884,0.000000000000,10349519.21088000,17461341.12925000,0.59271044,0.000963338024,large 24h move with meaningful OI/volume; test continuation,"label ONDO paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
AERO,2026-06-08T00:23:12.195825+00:00,paper_extreme_funding_carry_candidate,long_perp,11.88848211,0.05453287,-0.72090946,-0.002381519409,-0.001113360300,5076751.64672000,558934.36400000,9.08291201,0.001971986456,extreme funding may pay carry or precede crowded unwind,"label AERO paper_extreme_funding_carry_candidate over 15m/1h/4h with funding, spread, and depth costs"
FIL,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,11.79394097,0.05002730,0.10950000,-0.000974025974,-0.000467532500,2939516.25530000,959372.29882300,3.06399951,0.001495312520,large 24h move with meaningful OI/volume; test continuation,"label FIL paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
IMX,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_reversal_candidate,short_perp,11.70727562,0.07698394,0.10950000,-0.000587371512,0.000000000000,1689828.60839200,727925.91486700,2.32142938,0.003307121335,large 24h move with meaningful OI/volume; test snapback,"label IMX paper_crowded_momentum_reversal_candidate over 15m/1h/4h with funding, spread, and depth costs"
XRP,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,11.65768614,0.05192431,0.00456659,-0.000521150004,-0.000608008300,77860007.41760001,48551627.00169997,1.60365393,0.000098213898,large 24h move with meaningful OI/volume; test continuation,"label XRP paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
SPX,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,11.42268927,0.05532856,-0.33314893,-0.002058590657,-0.000855106900,2620783.87684000,1389176.09652500,1.88657427,0.002031359106,large 24h move with meaningful OI/volume; test continuation,"label SPX paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
ZEN,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_reversal_candidate,short_perp,11.35770437,0.08319821,-0.07015972,-0.001209322779,-0.000395778400,331350.30040000,346443.89353600,0.95643279,0.001672756086,large 24h move with meaningful OI/volume; test snapback,"label ZEN paper_crowded_momentum_reversal_candidate over 15m/1h/4h with funding, spread, and depth costs"
VIRTUAL,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_reversal_candidate,short_perp,11.34238174,0.05933507,-0.01641274,-0.000984116022,-0.000483425400,5641021.28283200,1734684.93682400,3.25189962,0.000656610164,large 24h move with meaningful OI/volume; test snapback,"label VIRTUAL paper_crowded_momentum_reversal_candidate over 15m/1h/4h with funding, spread, and depth costs"
BNB,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_reversal_candidate,short_perp,11.29050711,0.05152127,0.10950000,-0.000066207627,-0.000046345300,36936448.96568000,10445661.94367000,3.53605632,0.000218508678,large 24h move with meaningful OI/volume; test snapback,"label BNB paper_crowded_momentum_reversal_candidate over 15m/1h/4h with funding, spread, and depth costs"
STABLE,2026-06-08T00:23:12.195825+00:00,paper_mark_oracle_reversion_candidate,long_perp,11.22786249,-0.01689524,-4.01023076,-0.005314280653,-0.004280948300,2261599.40808200,880532.05225300,2.56844643,0.002789897011,mark/oracle dislocation is large enough to label reversion,"label STABLE paper_mark_oracle_reversion_candidate over 15m/1h/4h with funding, spread, and depth costs"
STRK,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_reversal_candidate,short_perp,11.10470710,0.05691824,-0.05565228,-0.000891795482,-0.000297265200,2642302.74965000,763636.35266200,3.46015841,0.000892325996,large 24h move with meaningful OI/volume; test snapback,"label STRK paper_crowded_momentum_reversal_candidate over 15m/1h/4h with funding, spread, and depth costs"
kLUNC,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_reversal_candidate,short_perp,11.09001085,0.07847315,-0.04425902,-0.001364580243,-0.001646395700,793673.23648000,789463.28286700,1.00533268,0.001471856323,large 24h move with meaningful OI/volume; test snapback,"label kLUNC paper_crowded_momentum_reversal_candidate over 15m/1h/4h with funding, spread, and depth costs"
NXPC,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,11.07825280,0.06110953,0.10950000,-0.002083333333,0.000000000000,757453.42960000,348952.34209000,2.17065008,0.005225695740,large 24h move with meaningful OI/volume; test continuation,"label NXPC paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
BCH,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_reversal_candidate,short_perp,11.05637530,0.05690832,0.10950000,-0.000523331880,-0.000431748800,9448345.64828000,3217750.44313000,2.93632021,0.000484377727,large 24h move with meaningful OI/volume; test snapback,"label BCH paper_crowded_momentum_reversal_candidate over 15m/1h/4h with funding, spread, and depth costs"
INJ,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_reversal_candidate,short_perp,10.90737911,0.06377942,0.06915932,-0.001111414776,-0.000612189100,5288384.44288000,2360957.64745000,2.23993194,0.001267820170,large 24h move with meaningful OI/volume; test snapback,"label INJ paper_crowded_momentum_reversal_candidate over 15m/1h/4h with funding, spread, and depth costs"
RUNE,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_reversal_candidate,short_perp,10.76003237,0.05517241,0.10950000,-0.001160597708,0.000000000000,1059672.69090000,290547.25118300,3.64716130,0.001800389116,large 24h move with meaningful OI/volume; test snapback,"label RUNE paper_crowded_momentum_reversal_candidate over 15m/1h/4h with funding, spread, and depth costs"
