candidate_id,source_lane,ticket_id,asset,opportunity,decision,candidate_size_usd,directional_return_bps,estimated_net_after_cost_bps,spread_bps,near_depth_10bps_notional,visible_depth_usage,annualized_funding,estimated_funding_1h_bps,risk_action,status,priority_score,evidence,missing_work,next_step
symbol_lane_paper:lane-eth-eth-2176262-event-crypto-hedge,symbol_lane_paper,lane-eth-eth-2176262-event-crypto-hedge,ETH,eth_2176262_event_crypto_hedge,paper_long,100,170.17196956,161.45788529,0.58908427,11054154.13066500,0.00000905,0.10950000,-0.12500000,cost_adjusted_paper_probe,cost_adjusted_alpha_candidate,189.96648377,dir_bps=170.1720; net_bps=161.4579; spread_bps=0.58908427; depth_10bps=11054154.13066500; usage=0.00000905; funding_1h_bps=-0.12500000; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
symbol_lane_paper:lane-eth-eth-2241674-event-crypto-hedge,symbol_lane_paper,lane-eth-eth-2241674-event-crypto-hedge,ETH,eth_2241674_event_crypto_hedge,paper_long,100,170.17196956,161.45788529,0.58908427,11054154.13066500,0.00000905,0.10950000,-0.12500000,cost_adjusted_paper_probe,cost_adjusted_alpha_candidate,189.96648377,dir_bps=170.1720; net_bps=161.4579; spread_bps=0.58908427; depth_10bps=11054154.13066500; usage=0.00000905; funding_1h_bps=-0.12500000; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
symbol_lane_promoted_repeat:repeat-lane-near-near-microstructure-flow-probe,symbol_lane_promoted_repeat,repeat-lane-near-near-microstructure-flow-probe,NEAR,near_microstructure_flow_probe,paper_long,100,119.58839344,108.71664376,2.74674968,16877.98504000,0.00592488,0.10950000,-0.12500000,cost_adjusted_paper_probe,repeat_supported_cost_adjusted_alpha,184.69606343,dir_bps=119.5884; net_bps=108.7166; spread_bps=2.74674968; depth_10bps=16877.98504000; usage=0.00592488; funding_1h_bps=-0.12500000; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
symbol_lane_promoted_repeat:repeat-lane-sol-sol-1971905-event-crypto-hedge,symbol_lane_promoted_repeat,repeat-lane-sol-sol-1971905-event-crypto-hedge,SOL,sol_1971905_event_crypto_hedge,paper_long,100,116.15707434,107.88394704,0.14812730,342298.14351500,0.00029214,0.10950000,-0.12500000,cost_adjusted_paper_probe,repeat_supported_cost_adjusted_alpha,183.69180076,dir_bps=116.1571; net_bps=107.8839; spread_bps=0.14812730; depth_10bps=342298.14351500; usage=0.00029214; funding_1h_bps=-0.12500000; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
symbol_lane_promoted_repeat:repeat-lane-sol-sol-maker-or-low-fee-small-execution-edge,symbol_lane_promoted_repeat,repeat-lane-sol-sol-maker-or-low-fee-small-execution-edge,SOL,sol_maker_or_low_fee_small_execution_edge,paper_long,250,116.15707434,107.88394704,0.14812730,342298.14351500,0.00073036,0.10950000,-0.12500000,cost_adjusted_paper_probe,repeat_supported_cost_adjusted_alpha,183.69180076,dir_bps=116.1571; net_bps=107.8839; spread_bps=0.14812730; depth_10bps=342298.14351500; usage=0.00073036; funding_1h_bps=-0.12500000; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
symbol_lane_promoted_repeat:repeat-lane-sol-sol-taker-small-execution-edge,symbol_lane_promoted_repeat,repeat-lane-sol-sol-taker-small-execution-edge,SOL,sol_taker_small_execution_edge,paper_long,250,116.15707434,107.88394704,0.14812730,342298.14351500,0.00073036,0.10950000,-0.12500000,cost_adjusted_paper_probe,repeat_supported_cost_adjusted_alpha,183.69180076,dir_bps=116.1571; net_bps=107.8839; spread_bps=0.14812730; depth_10bps=342298.14351500; usage=0.00073036; funding_1h_bps=-0.12500000; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
symbol_lane_promoted_repeat:repeat-lane-sol-sol-2176262-event-crypto-hedge,symbol_lane_promoted_repeat,repeat-lane-sol-sol-2176262-event-crypto-hedge,SOL,sol_2176262_event_crypto_hedge,paper_long,100,116.15707434,107.88394704,0.14812730,342298.14351500,0.00029214,0.10950000,-0.12500000,cost_adjusted_paper_probe,repeat_supported_cost_adjusted_alpha,183.69180076,dir_bps=116.1571; net_bps=107.8839; spread_bps=0.14812730; depth_10bps=342298.14351500; usage=0.00029214; funding_1h_bps=-0.12500000; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
promoted_repeat:repeat-paper-20-link-volume-dislocation,promoted_repeat,repeat-paper-20-link-volume-dislocation,LINK,link_volume_price_dislocation,paper_long,250,142.25731654,129.81423426,4.31808228,4517.97783000,0.05533449,0.10950000,-0.12500000,cost_adjusted_paper_probe,first_repeat_cost_adjusted_alpha,183.39365109,dir_bps=142.2573; net_bps=129.8142; spread_bps=4.31808228; depth_10bps=4517.97783000; usage=0.05533449; funding_1h_bps=-0.12500000; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
symbol_lane_paper:lane-near-near-microstructure-flow-paper-probe,symbol_lane_paper,lane-near-near-microstructure-flow-paper-probe,NEAR,near_microstructure_flow_paper_probe,paper_long,100.00,157.72577118,146.85402150,2.74674968,16877.98504000,0.00592488,0.10950000,-0.12500000,cost_adjusted_paper_probe,cost_adjusted_alpha_candidate,174.74031006,dir_bps=157.7258; net_bps=146.8540; spread_bps=2.74674968; depth_10bps=16877.98504000; usage=0.00592488; funding_1h_bps=-0.12500000; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
symbol_lane_paper:lane-near-near-microstructure-flow-probe,symbol_lane_paper,lane-near-near-microstructure-flow-probe,NEAR,near_microstructure_flow_probe,paper_long,100,157.72577118,146.85402150,2.74674968,16877.98504000,0.00592488,0.10950000,-0.12500000,cost_adjusted_paper_probe,cost_adjusted_alpha_candidate,174.74031006,dir_bps=157.7258; net_bps=146.8540; spread_bps=2.74674968; depth_10bps=16877.98504000; usage=0.00592488; funding_1h_bps=-0.12500000; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
promoted_repeat:repeat-paper-09-fartcoin-volume-dislocation,promoted_repeat,repeat-paper-09-fartcoin-volume-dislocation,FARTCOIN,fartcoin_volume_price_dislocation,paper_long,250,128.09636919,113.30025511,6.67111408,8521.32332800,0.02933817,0.10950000,-0.12500000,cost_adjusted_paper_probe,first_repeat_cost_adjusted_alpha,168.77125657,dir_bps=128.0964; net_bps=113.3003; spread_bps=6.67111408; depth_10bps=8521.32332800; usage=0.02933817; funding_1h_bps=-0.12500000; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
promoted_repeat:repeat-paper-03-sui-repeat-execution,promoted_repeat,repeat-paper-03-sui-repeat-execution,SUI,sui_okx_on_chain_flow_repeat_execution_gate,paper_long,1000,119.59521619,111.34034522,0.12987097,114777.07168950,0.00871254,0.10950000,-0.12500000,cost_adjusted_paper_probe,first_repeat_cost_adjusted_alpha,167.32010603,dir_bps=119.5952; net_bps=111.3403; spread_bps=0.12987097; depth_10bps=114777.07168950; usage=0.00871254; funding_1h_bps=-0.12500000; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
promoted_repeat:repeat-paper-13-sol-volume-dislocation,promoted_repeat,repeat-paper-13-sol-volume-dislocation,SOL,sol_volume_price_dislocation,paper_long,250,116.15707434,107.88394704,0.14812730,342298.14351500,0.00073036,0.10950000,-0.12500000,cost_adjusted_paper_probe,first_repeat_cost_adjusted_alpha,163.69180076,dir_bps=116.1571; net_bps=107.8839; spread_bps=0.14812730; depth_10bps=342298.14351500; usage=0.00073036; funding_1h_bps=-0.12500000; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
promoted_repeat:repeat-paper-20-sol-event-crypto-hedge,promoted_repeat,repeat-paper-20-sol-event-crypto-hedge,SOL,sol_1971905_event_crypto_hedge,paper_long,,116.15707434,107.88394704,0.14812730,342298.14351500,,0.10950000,-0.12500000,cost_adjusted_paper_probe,first_repeat_cost_adjusted_alpha,163.69180076,dir_bps=116.1571; net_bps=107.8839; spread_bps=0.14812730; depth_10bps=342298.14351500; usage=; funding_1h_bps=-0.12500000; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
promoted_repeat:repeat-paper-36-sol-stablecoin-migration,promoted_repeat,repeat-paper-36-sol-stablecoin-migration,SOL,solana_stablecoin_migration,paper_long,,116.15707434,107.88394704,0.14812730,342298.14351500,,0.10950000,-0.12500000,cost_adjusted_paper_probe,first_repeat_cost_adjusted_alpha,163.69180076,dir_bps=116.1571; net_bps=107.8839; spread_bps=0.14812730; depth_10bps=342298.14351500; usage=; funding_1h_bps=-0.12500000; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
promoted_repeat:repeat-paper-12-sol-event-crypto-hedge,promoted_repeat,repeat-paper-12-sol-event-crypto-hedge,SOL,sol_1971905_event_crypto_hedge,paper_long,,116.15707434,107.88394704,0.14812730,342298.14351500,,0.10950000,-0.12500000,cost_adjusted_paper_probe,first_repeat_cost_adjusted_alpha,163.69180076,dir_bps=116.1571; net_bps=107.8839; spread_bps=0.14812730; depth_10bps=342298.14351500; usage=; funding_1h_bps=-0.12500000; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
promoted_repeat:repeat-paper-36-aave-event-pressure,promoted_repeat,repeat-paper-36-aave-event-pressure,AAVE,aave_event_pressure_cluster,paper_long,,108.76679029,97.91345310,2.76940119,40138.27980000,,0.07352794,-0.08393600,cost_adjusted_paper_probe,first_repeat_cost_adjusted_alpha,153.35179261,dir_bps=108.7668; net_bps=97.9135; spread_bps=2.76940119; depth_10bps=40138.27980000; usage=; funding_1h_bps=-0.08393600; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
symbol_lane_promoted_repeat:repeat-lane-eth-eth-1971905-event-crypto-hedge,symbol_lane_promoted_repeat,repeat-lane-eth-eth-1971905-event-crypto-hedge,ETH,eth_1971905_event_crypto_hedge,paper_long,100,70.00889944,61.29481517,0.58908427,11054154.13066500,0.00000905,0.10950000,-0.12500000,cost_adjusted_paper_probe,repeat_supported_cost_adjusted_alpha,134.79526014,dir_bps=70.0089; net_bps=61.2948; spread_bps=0.58908427; depth_10bps=11054154.13066500; usage=0.00000905; funding_1h_bps=-0.12500000; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
symbol_lane_promoted_repeat:repeat-lane-eth-eth-2176262-event-crypto-hedge,symbol_lane_promoted_repeat,repeat-lane-eth-eth-2176262-event-crypto-hedge,ETH,eth_2176262_event_crypto_hedge,paper_long,100,70.00889944,61.29481517,0.58908427,11054154.13066500,0.00000905,0.10950000,-0.12500000,cost_adjusted_paper_probe,repeat_supported_cost_adjusted_alpha,134.79526014,dir_bps=70.0089; net_bps=61.2948; spread_bps=0.58908427; depth_10bps=11054154.13066500; usage=0.00000905; funding_1h_bps=-0.12500000; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
symbol_lane_promoted_repeat:repeat-lane-eth-eth-2241674-event-crypto-hedge,symbol_lane_promoted_repeat,repeat-lane-eth-eth-2241674-event-crypto-hedge,ETH,eth_2241674_event_crypto_hedge,paper_long,100,70.00889944,61.29481517,0.58908427,11054154.13066500,0.00000905,0.10950000,-0.12500000,cost_adjusted_paper_probe,repeat_supported_cost_adjusted_alpha,134.79526014,dir_bps=70.0089; net_bps=61.2948; spread_bps=0.58908427; depth_10bps=11054154.13066500; usage=0.00000905; funding_1h_bps=-0.12500000; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
promoted_repeat:repeat-paper-24-apt-wallet-entity-flow,promoted_repeat,repeat-paper-24-apt-wallet-entity-flow,APT,public_hypertracker_example_apt_wallet_flow_actionability,paper_long,,77.05986959,68.01146522,1.47069637,10645.67117250,,-0.36992779,0.42229200,cost_adjusted_paper_probe,first_repeat_cost_adjusted_alpha,121.86445870,dir_bps=77.0599; net_bps=68.0115; spread_bps=1.47069637; depth_10bps=10645.67117250; usage=; funding_1h_bps=0.42229200; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
promoted_repeat:repeat-paper-16-eth-volume-dislocation,promoted_repeat,repeat-paper-16-eth-volume-dislocation,ETH,eth_volume_price_dislocation,paper_long,250,70.00889944,61.29481517,0.58908427,11054154.13066500,0.00002262,0.10950000,-0.12500000,cost_adjusted_paper_probe,first_repeat_cost_adjusted_alpha,114.79526014,dir_bps=70.0089; net_bps=61.2948; spread_bps=0.58908427; depth_10bps=11054154.13066500; usage=0.00002262; funding_1h_bps=-0.12500000; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
promoted_repeat:repeat-paper-18-eth-policy-expansion,promoted_repeat,repeat-paper-18-eth-policy-expansion,ETH,eth_eth_microstructure_flow_probe_from_near_microstructure_flow_paper_long,paper_long,100,70.00889944,61.29481517,0.58908427,11054154.13066500,0.00000905,0.10950000,-0.12500000,cost_adjusted_paper_probe,first_repeat_cost_adjusted_alpha,114.79526014,dir_bps=70.0089; net_bps=61.2948; spread_bps=0.58908427; depth_10bps=11054154.13066500; usage=0.00000905; funding_1h_bps=-0.12500000; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
promoted_repeat:repeat-paper-32-eth-policy-expansion,promoted_repeat,repeat-paper-32-eth-policy-expansion,ETH,eth_eth_volume_price_dislocation_from_sol_volume_price_dislocation_paper_long,paper_long,100,70.00889944,61.29481517,0.58908427,11054154.13066500,0.00000905,0.10950000,-0.12500000,cost_adjusted_paper_probe,first_repeat_cost_adjusted_alpha,114.79526014,dir_bps=70.0089; net_bps=61.2948; spread_bps=0.58908427; depth_10bps=11054154.13066500; usage=0.00000905; funding_1h_bps=-0.12500000; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
promoted_repeat:repeat-paper-18-eth-event-crypto-hedge,promoted_repeat,repeat-paper-18-eth-event-crypto-hedge,ETH,eth_1971905_event_crypto_hedge,paper_long,,70.00889944,61.29481517,0.58908427,11054154.13066500,,0.10950000,-0.12500000,cost_adjusted_paper_probe,first_repeat_cost_adjusted_alpha,114.79526014,dir_bps=70.0089; net_bps=61.2948; spread_bps=0.58908427; depth_10bps=11054154.13066500; usage=; funding_1h_bps=-0.12500000; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
promoted_repeat:repeat-paper-33-eth-wallet-entity-flow,promoted_repeat,repeat-paper-33-eth-wallet-entity-flow,ETH,public_hypertracker_example_eth_wallet_flow_actionability,paper_long,,70.00889944,61.29481517,0.58908427,11054154.13066500,,0.10950000,-0.12500000,cost_adjusted_paper_probe,first_repeat_cost_adjusted_alpha,114.79526014,dir_bps=70.0089; net_bps=61.2948; spread_bps=0.58908427; depth_10bps=11054154.13066500; usage=; funding_1h_bps=-0.12500000; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
promoted_repeat:repeat-paper-07-eth-event-crypto-hedge,promoted_repeat,repeat-paper-07-eth-event-crypto-hedge,ETH,eth_1971905_event_crypto_hedge,paper_long,,70.00889944,61.29481517,0.58908427,11054154.13066500,,0.10950000,-0.12500000,cost_adjusted_paper_probe,first_repeat_cost_adjusted_alpha,114.79526014,dir_bps=70.0089; net_bps=61.2948; spread_bps=0.58908427; depth_10bps=11054154.13066500; usage=; funding_1h_bps=-0.12500000; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
promoted_repeat:repeat-paper-22-eth-wallet-entity-flow,promoted_repeat,repeat-paper-22-eth-wallet-entity-flow,ETH,public_hypertracker_example_eth_wallet_flow_actionability,paper_long,,70.00889944,61.29481517,0.58908427,11054154.13066500,,0.10950000,-0.12500000,cost_adjusted_paper_probe,first_repeat_cost_adjusted_alpha,114.79526014,dir_bps=70.0089; net_bps=61.2948; spread_bps=0.58908427; depth_10bps=11054154.13066500; usage=; funding_1h_bps=-0.12500000; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
symbol_lane_paper:lane-btc-btc-1971905-event-crypto-hedge,symbol_lane_paper,lane-btc-btc-1971905-event-crypto-hedge,BTC,btc_1971905_event_crypto_hedge,paper_long,100,96.97409294,88.69299051,0.15610243,584350.91253000,0.00017113,0.10950000,-0.12500000,cost_adjusted_paper_probe,cost_adjusted_alpha_candidate,113.54169516,dir_bps=96.9741; net_bps=88.6930; spread_bps=0.15610243; depth_10bps=584350.91253000; usage=0.00017113; funding_1h_bps=-0.12500000; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
symbol_lane_paper:lane-btc-btc-2176262-event-crypto-hedge,symbol_lane_paper,lane-btc-btc-2176262-event-crypto-hedge,BTC,btc_2176262_event_crypto_hedge,paper_long,100,96.97409294,88.69299051,0.15610243,584350.91253000,0.00017113,0.10950000,-0.12500000,cost_adjusted_paper_probe,cost_adjusted_alpha_candidate,113.54169516,dir_bps=96.9741; net_bps=88.6930; spread_bps=0.15610243; depth_10bps=584350.91253000; usage=0.00017113; funding_1h_bps=-0.12500000; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
symbol_lane_paper:lane-btc-btc-2241674-event-crypto-hedge,symbol_lane_paper,lane-btc-btc-2241674-event-crypto-hedge,BTC,btc_2241674_event_crypto_hedge,paper_long,100,96.97409294,88.69299051,0.15610243,584350.91253000,0.00017113,0.10950000,-0.12500000,cost_adjusted_paper_probe,cost_adjusted_alpha_candidate,113.54169516,dir_bps=96.9741; net_bps=88.6930; spread_bps=0.15610243; depth_10bps=584350.91253000; usage=0.00017113; funding_1h_bps=-0.12500000; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
symbol_lane_paper:lane-btc-btc-long-atm-straddle-20260626-volatility-actionability,symbol_lane_paper,lane-btc-btc-long-atm-straddle-20260626-volatility-actionability,BTC,btc_long_atm_straddle_20260626_volatility_actionability,paper_long,100,96.97409294,88.69299051,0.15610243,584350.91253000,0.00017113,0.10950000,-0.12500000,cost_adjusted_paper_probe,cost_adjusted_alpha_candidate,113.54169516,dir_bps=96.9741; net_bps=88.6930; spread_bps=0.15610243; depth_10bps=584350.91253000; usage=0.00017113; funding_1h_bps=-0.12500000; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
second_promoted_repeat:repeat-repeat-paper-22-bera-microstructure-flow,second_promoted_repeat,repeat-repeat-paper-22-bera-microstructure-flow,BERA,bera_microstructure_flow_paper_probe,paper_long,100.00,225.87584511,211.36982302,6.38102209,643.52543250,0.15539401,0.10950000,-0.12500000,depth_too_thin_for_probe,capacity_gated_alpha_candidate,109.12421428,dir_bps=225.8758; net_bps=211.3698; spread_bps=6.38102209; depth_10bps=643.52543250; usage=0.15539401; funding_1h_bps=-0.12500000; risk=depth_too_thin_for_probe,paper edge is positive but current size consumes too much visible depth,reduce size or wait for better depth before repeating this candidate
promoted_repeat:repeat-paper-23-sei-microstructure-flow,promoted_repeat,repeat-paper-23-sei-microstructure-flow,SEI,sei_microstructure_flow_paper_probe,paper_long,100.00,63.40380423,53.17478800,2.38431123,5980.24276700,0.01672173,-0.13603842,0.15529500,cost_adjusted_paper_probe,first_repeat_cost_adjusted_alpha,106.34497821,dir_bps=63.4038; net_bps=53.1748; spread_bps=2.38431123; depth_10bps=5980.24276700; usage=0.01672173; funding_1h_bps=0.15529500; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
symbol_lane_promoted_repeat:repeat-lane-btc-btc-1971905-event-crypto-hedge,symbol_lane_promoted_repeat,repeat-lane-btc-btc-1971905-event-crypto-hedge,BTC,btc_1971905_event_crypto_hedge,paper_long,100,37.46375108,29.18264865,0.15610243,584350.91253000,0.00017113,0.10950000,-0.12500000,cost_adjusted_paper_probe,repeat_supported_cost_adjusted_alpha,101.05583620,dir_bps=37.4638; net_bps=29.1826; spread_bps=0.15610243; depth_10bps=584350.91253000; usage=0.00017113; funding_1h_bps=-0.12500000; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
symbol_lane_promoted_repeat:repeat-lane-btc-btc-2176262-event-crypto-hedge,symbol_lane_promoted_repeat,repeat-lane-btc-btc-2176262-event-crypto-hedge,BTC,btc_2176262_event_crypto_hedge,paper_long,100,37.46375108,29.18264865,0.15610243,584350.91253000,0.00017113,0.10950000,-0.12500000,cost_adjusted_paper_probe,repeat_supported_cost_adjusted_alpha,101.05583620,dir_bps=37.4638; net_bps=29.1826; spread_bps=0.15610243; depth_10bps=584350.91253000; usage=0.00017113; funding_1h_bps=-0.12500000; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
symbol_lane_promoted_repeat:repeat-lane-btc-btc-2241674-event-crypto-hedge,symbol_lane_promoted_repeat,repeat-lane-btc-btc-2241674-event-crypto-hedge,BTC,btc_2241674_event_crypto_hedge,paper_long,100,37.46375108,29.18264865,0.15610243,584350.91253000,0.00017113,0.10950000,-0.12500000,cost_adjusted_paper_probe,repeat_supported_cost_adjusted_alpha,101.05583620,dir_bps=37.4638; net_bps=29.1826; spread_bps=0.15610243; depth_10bps=584350.91253000; usage=0.00017113; funding_1h_bps=-0.12500000; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
symbol_lane_promoted_repeat:repeat-lane-btc-btc-long-atm-straddle-20260626-volatility-actionability,symbol_lane_promoted_repeat,repeat-lane-btc-btc-long-atm-straddle-20260626-volatility-actionability,BTC,btc_long_atm_straddle_20260626_volatility_actionability,paper_long,100,37.46375108,29.18264865,0.15610243,584350.91253000,0.00017113,0.10950000,-0.12500000,cost_adjusted_paper_probe,repeat_supported_cost_adjusted_alpha,101.05583620,dir_bps=37.4638; net_bps=29.1826; spread_bps=0.15610243; depth_10bps=584350.91253000; usage=0.00017113; funding_1h_bps=-0.12500000; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
symbol_lane_promoted_repeat:repeat-lane-hype-hype-volume-price-dislocation,symbol_lane_promoted_repeat,repeat-lane-hype-hype-volume-price-dislocation,HYPE,hype_volume_price_dislocation,paper_long,250,23.34245389,14.86839947,0.15417942,155412.44233000,0.00160862,0.28021050,-0.31987500,cost_adjusted_paper_probe,repeat_supported_cost_adjusted_alpha,86.03552216,dir_bps=23.3425; net_bps=14.8684; spread_bps=0.15417942; depth_10bps=155412.44233000; usage=0.00160862; funding_1h_bps=-0.31987500; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
symbol_lane_promoted_repeat:repeat-lane-hype-hype-attention-price-context,symbol_lane_promoted_repeat,repeat-lane-hype-hype-attention-price-context,HYPE,hype_attention_price_context,paper_long,100,23.34245389,14.86839947,0.15417942,155412.44233000,0.00064345,0.28021050,-0.31987500,cost_adjusted_paper_probe,repeat_supported_cost_adjusted_alpha,86.03552216,dir_bps=23.3425; net_bps=14.8684; spread_bps=0.15417942; depth_10bps=155412.44233000; usage=0.00064345; funding_1h_bps=-0.31987500; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
symbol_lane_promoted_repeat:repeat-lane-hype-hype-microstructure-flow-paper-probe,symbol_lane_promoted_repeat,repeat-lane-hype-hype-microstructure-flow-paper-probe,HYPE,hype_microstructure_flow_paper_probe,paper_long,100.00,23.34245389,14.86839947,0.15417942,155412.44233000,0.00064345,0.28021050,-0.31987500,cost_adjusted_paper_probe,repeat_supported_cost_adjusted_alpha,86.03552216,dir_bps=23.3425; net_bps=14.8684; spread_bps=0.15417942; depth_10bps=155412.44233000; usage=0.00064345; funding_1h_bps=-0.31987500; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
